thumb_patch.tx,thumb_patch.ty,thumb_patch.tz,thumb_patch.qx,thumb_patch.qy,thumb_patch.qz,thumb_patch.qw,ring_patch.tx,ring_patch.ty,ring_patch.tz,ring_patch.qx,ring_patch.qy,ring_patch.qz,ring_patch.qw,backplate.tx,backplate.ty,backplate.tz,backplate.qx,backplate.qy,backplate.qz,backplate.qw,Table.tx,Table.ty,Table.tz,Table.qx,Table.qy,Table.qz,Table.qw
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
